servico_carta,servico_site,similaridade,categoria_carta,categoria_site,perfil_carta,perfil_site,url_carta,url_site
Certidão tributária estadual – emissão (certidão positiva de débitos estaduais),Certidão Tributária Estadual – Emissão (Certidão Negativa de Débitos Estaduais),0.949,Certidões - Geral;Cidadão / Governo / Geral,Consulta Tributária,Cidadão / Órgão Governamental,Poder Público,https://www.catalogo.sefaz.ms.gov.br/certidao-tributaria-estadual-emissao-certidao-positiva-de-debitos-estaduais/,https://www.sefaz.ms.gov.br/servicos/certidao-negativa/
Certidão tributária estadual – emissão (certidão positiva de débitos estaduais),Certidão Tributária Estadual – Emissão (Certidão Circunstanciada de Débitos Estaduais),0.897,Certidões - Geral;Cidadão / Governo / Geral,Consulta Tributária,Cidadão / Órgão Governamental,Poder Público,https://www.catalogo.sefaz.ms.gov.br/certidao-tributaria-estadual-emissao-certidao-positiva-de-debitos-estaduais/,http://www.catalogo.sefaz.ms.gov.br/certidao-tributaria-emissao/
Certidão tributária estadual – emissão (certidão positiva de débitos estaduais),Certidão Tributária Estadual – Emissão (Certidão Positiva de Débitos Estaduais),1.0,Certidões - Geral;Cidadão / Governo / Geral,Consulta Tributária,Cidadão / Órgão Governamental,Poder Público,https://www.catalogo.sefaz.ms.gov.br/certidao-tributaria-estadual-emissao-certidao-positiva-de-debitos-estaduais/,http://www.catalogo.sefaz.ms.gov.br/certidao-tributaria-emissao/
Certidão tributária estadual – emissão (certidão circunstanciada de débitos estaduais),Certidão Tributária Estadual – Emissão (Certidão Circunstanciada de Débitos Estaduais),1.0,Certidões - Geral;Cidadão / Governo / Geral,Certidões e Declarações Tributárias,Cidadão / Órgão Governamental,Cidadão,https://www.catalogo.sefaz.ms.gov.br/certidao-tributaria-estadual-emissao-certidao-circunstanciada-de-debitos-estaduais/,https://www.catalogo.sefaz.ms.gov.br/certidao-tributaria-estadual-emissao-certidao-circunstanciada-de-debitos-estaduais/
Certidão tributária estadual – emissão (certidão circunstanciada de débitos estaduais),Certidão Tributária Estadual – Emissão (Certidão Positiva de Débitos Estaduais),0.909,Certidões - Geral;Cidadão / Governo / Geral,Certidões e Declarações Tributárias,Cidadão / Órgão Governamental,Cidadão,https://www.catalogo.sefaz.ms.gov.br/certidao-tributaria-estadual-emissao-certidao-circunstanciada-de-debitos-estaduais/,https://www.catalogo.sefaz.ms.gov.br/certidao-tributaria-estadual-emissao-certidao-positiva-de-debitos-estaduais/
Certidão tributária estadual – emissão (certidão circunstanciada de débitos estaduais),Certidão Tributária Estadual – Emissão (Certidão Negativa de Débitos Estaduais),0.885,Certidões - Geral;Cidadão / Governo / Geral,Consulta Tributária,Cidadão / Órgão Governamental,Poder Público,https://www.catalogo.sefaz.ms.gov.br/certidao-tributaria-estadual-emissao-certidao-circunstanciada-de-debitos-estaduais/,https://www.sefaz.ms.gov.br/servicos/certidao-negativa/
Certidão tributária estadual – emissão (certidão circunstanciada de débitos estaduais),Certidão Tributária Estadual – Emissão (Certidão Circunstanciada de Débitos Estaduais),1.0,Certidões - Geral;Cidadão / Governo / Geral,Consulta Tributária,Cidadão / Órgão Governamental,Poder Público,https://www.catalogo.sefaz.ms.gov.br/certidao-tributaria-estadual-emissao-certidao-circunstanciada-de-debitos-estaduais/,http://www.catalogo.sefaz.ms.gov.br/certidao-tributaria-emissao/
Certidão tributária estadual – emissão (certidão circunstanciada de débitos estaduais),Certidão Tributária Estadual – Emissão (Certidão Positiva de Débitos Estaduais),0.909,Certidões - Geral;Cidadão / Governo / Geral,Consulta Tributária,Cidadão / Órgão Governamental,Poder Público,https://www.catalogo.sefaz.ms.gov.br/certidao-tributaria-estadual-emissao-certidao-circunstanciada-de-debitos-estaduais/,http://www.catalogo.sefaz.ms.gov.br/certidao-tributaria-emissao/
IPVA – leilão – desvinculação de débitos anteriores – Administração Pública e leiloeiros oficiais,IPVA – Desvinculação de débitos anteriores para veículos adquiridos em leilão – Exclusivamente Administrações Públicas e Leiloeiros Oficiais,0.726,Cidadão / Governo / Geral;IPVA,IPVA,Cidadão / Órgão Governamental,Cidadão,https://www.catalogo.sefaz.ms.gov.br/ipva-leilao-desvinculacao-de-debitos-anteriores-administracao-publica-e-leiloeiros-oficiais/,https://www.catalogo.sefaz.ms.gov.br/ipva-desvinculacao-de-debitos-anteriores-para-veiculos-adquiridos-em-leilao-exclusivamente-administracoes-publicas-e-leiloeiros-oficiais/
IPVA – leilão – desvinculação de débitos anteriores – Administração Pública e leiloeiros oficiais,IPVA – Desvinculação de débitos anteriores para veículos adquiridos em leilão – Exclusivamente Administrações Públicas e Leiloeiros Oficiais,0.726,Cidadão / Governo / Geral;IPVA,IPVA,Cidadão / Órgão Governamental,Poder Público,https://www.catalogo.sefaz.ms.gov.br/ipva-leilao-desvinculacao-de-debitos-anteriores-administracao-publica-e-leiloeiros-oficiais/,https://www.catalogo.sefaz.ms.gov.br/ipva-desvinculacao-de-debitos-anteriores-para-veiculos-adquiridos-em-leilao-exclusivamente-administracoes-publicas-e-leiloeiros-oficiais/
Impugnação ao Índice de Participação dos Municípios (IPM),Impugnação ao Índice de Participação dos Municípios (IPM),1.0,Cidadão / Governo / Geral;Outras solicitações - Geral,Serviços,Cidadão / Órgão Governamental,Cidadão,https://www.catalogo.sefaz.ms.gov.br/impugnacao-ao-indice-de-participacao-dos-municipios-ipm/,https://www.catalogo.sefaz.ms.gov.br/impugnacao-ao-indice-de-participacao-dos-municipios-ipm/
Impugnação ao Índice de Participação dos Municípios (IPM),Impugnação ao Índice de Participação dos Municípios (IPM),1.0,Cidadão / Governo / Geral;Outras solicitações - Geral,Serviços,Cidadão / Órgão Governamental,Poder Público,https://www.catalogo.sefaz.ms.gov.br/impugnacao-ao-indice-de-participacao-dos-municipios-ipm/,https://www.catalogo.sefaz.ms.gov.br/impugnacao-ao-indice-de-participacao-dos-municipios-ipm/
Nota fiscal avulsa eletrônica (NFA-e) – cancelamento extemporâneo,Nota Fiscal Avulsa Eletrônica (NFA-e) – Cancelamento dentro do prazo de 24h,0.8,Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Nota Fiscal Avulsa Eletrônica,Cidadão / Órgão Governamental,Cidadão,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-extemporaneo/,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-dentro-do-prazo-de-24h/
Nota fiscal avulsa eletrônica (NFA-e) – cancelamento extemporâneo,Nota Fiscal Avulsa Eletrônica (NFA-e) – Cancelamento extemporâneo,1.0,Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Nota Fiscal Avulsa Eletrônica,Cidadão / Órgão Governamental,Cidadão,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-extemporaneo/,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-extemporaneo/
Nota fiscal avulsa eletrônica (NFA-e) – cancelamento extemporâneo,Nota Fiscal Avulsa Eletrônica (NFA–e) – Emissão,0.75,Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Nota Fiscal Avulsa Eletrônica,Cidadão / Órgão Governamental,Cidadão,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-extemporaneo/,http://www.catalogo.sefaz.ms.gov.br/emissao-nota-fiscal-avulsa-eletronica-nfa-e/
Nota fiscal avulsa eletrônica (NFA-e) – cancelamento extemporâneo,Nota Fiscal de Produtor Eletrônica (NFP–e) – Cancelamento extemporâneo,0.859,Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Documentos Fiscais Eletrônicos,Cidadão / Órgão Governamental,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-extemporaneo/,http://www.catalogo.sefaz.ms.gov.br/cancelamento-de-nota-fiscal-de-produtor-eletronica-nfp-e-fora-do-prazo/
Nota fiscal avulsa eletrônica (NFA-e) – cancelamento extemporâneo,Nota Fiscal de Produtor Eletrônica (NFP–e) – Cancelamento extemporâneo (não autorizado on–line),0.725,Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Documentos Fiscais Eletrônicos,Cidadão / Órgão Governamental,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-extemporaneo/,http://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-cancelamento-extemporaneo-nao-autorizado-on-line/
Nota fiscal avulsa eletrônica (NFA-e) – cancelamento extemporâneo,"Nota Fiscal Eletrônica (NF-e), Modelo 55 – Pedido de cancelamento extemporâneo",0.797,Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Documentos Fiscais Eletrônicos,Cidadão / Órgão Governamental,Empresa,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-extemporaneo/,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-eletronica-nf-e-modelo-55-pedido-de-cancelamento-extemporaneo/
Nota fiscal avulsa eletrônica (NFA-e) – cancelamento extemporâneo,Nota Fiscal Avulsa Eletrônica (NFA-e) – Cancelamento dentro do prazo de 24h,0.8,Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Documentos Fiscais Eletrônicos,Cidadão / Órgão Governamental,Empresa,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-extemporaneo/,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-dentro-do-prazo-de-24h/
Nota fiscal avulsa eletrônica (NFA-e) – cancelamento extemporâneo,Nota Fiscal Avulsa Eletrônica (NFA-e) – Cancelamento extemporâneo,1.0,Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Documentos Fiscais Eletrônicos,Cidadão / Órgão Governamental,Empresa,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-extemporaneo/,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-extemporaneo/
Nota fiscal avulsa eletrônica (NFA-e) – cancelamento dentro do prazo de 144h,Nota Fiscal Avulsa Eletrônica (NFA-e) – Cancelamento dentro do prazo de 24h,0.98,Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Nota Fiscal Avulsa Eletrônica,Cidadão / Órgão Governamental,Cidadão,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-dentro-do-prazo-de-144h/,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-dentro-do-prazo-de-24h/
Nota fiscal avulsa eletrônica (NFA-e) – cancelamento dentro do prazo de 144h,Nota Fiscal Avulsa Eletrônica (NFA-e) – Cancelamento extemporâneo,0.794,Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Nota Fiscal Avulsa Eletrônica,Cidadão / Órgão Governamental,Cidadão,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-dentro-do-prazo-de-144h/,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-extemporaneo/
Nota fiscal avulsa eletrônica (NFA-e) – cancelamento dentro do prazo de 144h,Nota Fiscal de Produtor Eletrônica (NFP–e) – Cancelamento dentro do prazo de 24h,0.859,Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Documentos Fiscais Eletrônicos,Cidadão / Órgão Governamental,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-dentro-do-prazo-de-144h/,http://www.catalogo.sefaz.ms.gov.br/cancelamento-nota-fiscal-de-produtor-eletronica-nfp-e/
Nota fiscal avulsa eletrônica (NFA-e) – cancelamento dentro do prazo de 144h,Nota Fiscal Avulsa Eletrônica (NFA-e) – Cancelamento dentro do prazo de 24h,0.98,Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Documentos Fiscais Eletrônicos,Cidadão / Órgão Governamental,Empresa,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-dentro-do-prazo-de-144h/,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-dentro-do-prazo-de-24h/
Nota fiscal avulsa eletrônica (NFA-e) – cancelamento dentro do prazo de 144h,Nota Fiscal Avulsa Eletrônica (NFA-e) – Cancelamento extemporâneo,0.794,Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Documentos Fiscais Eletrônicos,Cidadão / Órgão Governamental,Empresa,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-dentro-do-prazo-de-144h/,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-extemporaneo/
IPVA – isenção 2022 – Decreto 15.703/2021,IPVA – Isenção 2022 – Decreto nº 15.703/2021,0.965,Cidadão / Governo / Geral;IPVA,IPVA,Cidadão / Órgão Governamental,Cidadão,https://www.catalogo.sefaz.ms.gov.br/ipva-isencao-2022-decreto-15-703-2021/,https://www.catalogo.sefaz.ms.gov.br/ipva-isencao-2022-decreto-no-15-703-2021/
IPVA – alegação/comunicação de venda de veículo,IPVA – Alegação/comunicação de venda de veículo,1.0,Cidadão / Governo / Geral;IPVA,IPVA,Cidadão / Órgão Governamental,Cidadão,https://www.catalogo.sefaz.ms.gov.br/ipva-alegacao-comunicacao-de-venda-de-veiculo/,https://www.catalogo.sefaz.ms.gov.br/ipva-alegacao-comunicacao-de-venda-de-veiculo/
ITCD – reclamação administrativa,ITCD Causa Mortis e Doações – Reclamação Administrativa,0.736,Cidadão / Governo / Geral;ITCD-Geral,ITCD,Cidadão / Órgão Governamental,Cidadão,https://www.catalogo.sefaz.ms.gov.br/itcd-reclamacao-administrativa/,https://www.catalogo.sefaz.ms.gov.br/itcd-causa-mortis-e-doacoes-reclamacao-administrativa/
"ICMS – isenção na aquisição de automóvel novo para portadores de deficiência mental, síndrome de down ou autista",ICMS – Isenção na aquisição de automóvel novo para portadores de deficiência física ou visual,0.829,Benefícios Fiscais - Geral;Cidadão / Governo / Geral,ICMS,Cidadão / Órgão Governamental,Cidadão,https://www.catalogo.sefaz.ms.gov.br/icms-isencao-na-aquisicao-de-automovel-novo-para-portadores-de-deficiencia-mental-sindrome-de-down-ou-autista/,https://www.catalogo.sefaz.ms.gov.br/icms-isencao-na-aquisicao-de-automovel-novo-para-portadores-de-deficiencia-fisica-ou-visual/
"ICMS – isenção na aquisição de automóvel novo para portadores de deficiência mental, síndrome de down ou autista","ICMS – Isenção na aquisição de automóvel novo para portadores de deficiência mental, síndrome de Down ou autista",1.0,Benefícios Fiscais - Geral;Cidadão / Governo / Geral,ICMS,Cidadão / Órgão Governamental,Cidadão,https://www.catalogo.sefaz.ms.gov.br/icms-isencao-na-aquisicao-de-automovel-novo-para-portadores-de-deficiencia-mental-sindrome-de-down-ou-autista/,https://www.catalogo.sefaz.ms.gov.br/icms-isencao-na-aquisicao-de-automovel-novo-para-portadores-de-deficiencia-mental-e-autista/
ICMS – isenção na aquisição de automóvel novo para portadores de deficiência física ou visual,ICMS – Isenção na aquisição de automóvel novo para portadores de deficiência física ou visual,1.0,Benefícios Fiscais - Geral;Cidadão / Governo / Geral,ICMS,Cidadão / Órgão Governamental,Cidadão,https://www.catalogo.sefaz.ms.gov.br/icms-isencao-na-aquisicao-de-automovel-novo-para-portadores-de-deficiencia-fisica-ou-visual/,https://www.catalogo.sefaz.ms.gov.br/icms-isencao-na-aquisicao-de-automovel-novo-para-portadores-de-deficiencia-fisica-ou-visual/
ICMS – isenção na aquisição de automóvel novo para portadores de deficiência física ou visual,"ICMS – Isenção na aquisição de automóvel novo para portadores de deficiência mental, síndrome de Down ou autista",0.829,Benefícios Fiscais - Geral;Cidadão / Governo / Geral,ICMS,Cidadão / Órgão Governamental,Cidadão,https://www.catalogo.sefaz.ms.gov.br/icms-isencao-na-aquisicao-de-automovel-novo-para-portadores-de-deficiencia-fisica-ou-visual/,https://www.catalogo.sefaz.ms.gov.br/icms-isencao-na-aquisicao-de-automovel-novo-para-portadores-de-deficiencia-mental-e-autista/
Nota fiscal de produtor eletrônica (NFP-e) / Nota fiscal avulsa eletrônica (NFA-e) – emissão de carta de correção eletrônica (CC-e),Nota Fiscal de Produtor eletrônica (NFP–e) / Nota Fiscal Avulsa eletrônica (NFA–e) – Emissão de Carta de Correção Eletrônica (CC–e),0.977,Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Nota Fiscal Avulsa Eletrônica,Cidadão / Órgão Governamental,Cidadão,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-nota-fiscal-avulsa-eletronica-nfa-e-emissao-de-carta-de-correcao-eletronica-cc-e/,http://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-nota-fiscal-avulsa-eletronica-nfa-e-emissao-de-carta-de-correcao-eletronica-cc-e/
Nota fiscal de produtor eletrônica (NFP-e) / Nota fiscal avulsa eletrônica (NFA-e) – emissão de carta de correção eletrônica (CC-e),Nota Fiscal de Produtor eletrônica (NFP–e) / Nota Fiscal Avulsa eletrônica (NFA–e) – Emissão de Carta de Correção Eletrônica (CC–e),0.977,Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Documentos Fiscais Eletrônicos,Cidadão / Órgão Governamental,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-nota-fiscal-avulsa-eletronica-nfa-e-emissao-de-carta-de-correcao-eletronica-cc-e/,http://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-nota-fiscal-avulsa-eletronica-nfa-e-emissao-de-carta-de-correcao-eletronica-cc-e/
Guia de trânsito suspensa – prorrogação do prazo de suspensão,Guia de Trânsito Suspensa – Prorrogação do prazo de suspensão,1.0,Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,Guias de Trânsito e de Liberação de Mercadoria Estrangeira,Cidadão / Órgão Governamental,Cidadão,https://www.catalogo.sefaz.ms.gov.br/guia-de-transito-suspensa-prorrogacao-do-prazo-de-suspensao/,http://www.catalogo.sefaz.ms.gov.br/guia-de-transito-suspensa-prorrogacao-do-prazo-de-suspensao/
Guia de trânsito suspensa – prorrogação do prazo de suspensão,Guia de Trânsito Suspensa – Prorrogação do prazo de suspensão,1.0,Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,Guias de Trânsito e de Comércio Internacional,Cidadão / Órgão Governamental,Empresa,https://www.catalogo.sefaz.ms.gov.br/guia-de-transito-suspensa-prorrogacao-do-prazo-de-suspensao/,http://www.catalogo.sefaz.ms.gov.br/guia-de-transito-suspensa-prorrogacao-do-prazo-de-suspensao/
Certidão de registro e depósito convênio 190 – emissão,Certidão de Registro e Depósito Convênio 190 – Emissão,1.0,Agropecuária;Benefícios Fiscais - CAP;Benefícios Fiscais - CCIS;Certidões - Geral;Cidadão / Governo / Geral;Comércio Indústria e Serviços,"Certidões, Atestados, Homologações e Declarações Tributárias",Cidadão / Órgão Governamental,Empresa,https://www.catalogo.sefaz.ms.gov.br/certidao-de-registro-e-deposito-convenio-190-emissao/,http://www.catalogo.sefaz.ms.gov.br/certidao-de-registro-e-deposito-convenio-190-emissao/
Declaração de compras para aquisições interestaduais de materiais de construção por consumidor final não contribuinte do ICMS ou por empresas do ramo da construção civil,Declaração de Compras para aquisições interestaduais de materiais de construção por consumidor final não contribuinte do ICMS ou por empresas do ramo da construção civil,1.0,Cidadão / Governo / Geral;Outras solicitações - Geral,Certidões e Declarações Tributárias,Cidadão / Órgão Governamental,Cidadão,https://www.catalogo.sefaz.ms.gov.br/declaracao-de-compras-para-aquisicoes-interestaduais-de-materiais-de-construcao-por-consumidor-final-nao-contribuinte-do-icms-ou-por-empresas-do-ramo-da-construcao-civil/,http://www.catalogo.sefaz.ms.gov.br/declaracao-de-compras-para-aquisicoes-interestaduais-de-materiais-de-construcao-por-consumidor-final-nao-contribuinte-do-icms-ou-por-empresas-do-ramo-da-construcao-civil/
Declaração de compras para aquisições interestaduais de materiais de construção por consumidor final não contribuinte do ICMS ou por empresas do ramo da construção civil,Declaração de Compras para aquisições interestaduais de materiais de construção por consumidor final não contribuinte do ICMS ou por empresas do ramo da construção civil,1.0,Cidadão / Governo / Geral;Outras solicitações - Geral,"Certidões, Atestados, Homologações e Declarações Tributárias",Cidadão / Órgão Governamental,Empresa,https://www.catalogo.sefaz.ms.gov.br/declaracao-de-compras-para-aquisicoes-interestaduais-de-materiais-de-construcao-por-consumidor-final-nao-contribuinte-do-icms-ou-por-empresas-do-ramo-da-construcao-civil/,http://www.catalogo.sefaz.ms.gov.br/declaracao-de-compras-para-aquisicoes-interestaduais-de-materiais-de-construcao-por-consumidor-final-nao-contribuinte-do-icms-ou-por-empresas-do-ramo-da-construcao-civil/
Declaração de compras para aquisições interestaduais de materiais de construção por consumidor final não contribuinte do ICMS ou por empresas do ramo da construção civil,Declaração de Compras para aquisições interestaduais de materiais de construção por consumidor final não contribuinte do ICMS ou por empresas do ramo da construção civil,1.0,Cidadão / Governo / Geral;Outras solicitações - Geral,"Certidões, Atestados, Homologações e Declarações Tributárias",Cidadão / Órgão Governamental,Poder Público,https://www.catalogo.sefaz.ms.gov.br/declaracao-de-compras-para-aquisicoes-interestaduais-de-materiais-de-construcao-por-consumidor-final-nao-contribuinte-do-icms-ou-por-empresas-do-ramo-da-construcao-civil/,http://www.catalogo.sefaz.ms.gov.br/declaracao-de-compras-para-aquisicoes-interestaduais-de-materiais-de-construcao-por-consumidor-final-nao-contribuinte-do-icms-ou-por-empresas-do-ramo-da-construcao-civil/
ICMS importação – suspensão da cobrança do imposto nas operações sob regime especial aduaneiro de admissão temporária,ICMS Importação – Suspensão da Cobrança do Imposto nas Operações sob Regime Especial Aduaneiro de Admissão Temporária,1.0,Cidadão / Governo / Geral;Outras solicitações - Geral,ICMS,Cidadão / Órgão Governamental,Cidadão,https://www.catalogo.sefaz.ms.gov.br/icms-importacao-suspensao-da-cobranca-do-imposto-nas-operacoes-sob-regime-especial-aduaneiro-de-admissao-temporaria/,http://www.catalogo.sefaz.ms.gov.br/icms-importacao-suspensao-da-cobranca-do-imposto-nas-operacoes-sob-regime-especial-aduaneiro-de-admissao-temporaria/
"Auto de lançamento e de imposição de multa (ALIM), mod. 1 – solicitação de lavratura",Auto de Lançamento e de Imposição de Multa (ALIM) – Impugnação,0.781,Autuações / Notificações;Autuações/Notificações - Fiscalização;Autuações/Notificações - Geral;Cidadão / Governo / Geral;Fiscalização,Auto de Lançamento e Processo Administrativo Tributário,Cidadão / Órgão Governamental,Cidadão,https://www.catalogo.sefaz.ms.gov.br/auto-de-lancamento-e-de-imposicao-de-multa-alim-mod-1-solicitacao-de-lavratura/,http://www.catalogo.sefaz.ms.gov.br/impugnacao-ao-auto-de-lancamento-e-de-imposicao-de-multa-alim/
"Auto de lançamento e de imposição de multa (ALIM), mod. 1 – solicitação de lavratura","Auto de Lançamento e de Imposição de Multa (ALIM), MOD. 1 – Solicitação de lavratura",1.0,Autuações / Notificações;Autuações/Notificações - Fiscalização;Autuações/Notificações - Geral;Cidadão / Governo / Geral;Fiscalização,Auto de Lançamento e Processo Administrativo Tributário,Cidadão / Órgão Governamental,Cidadão,https://www.catalogo.sefaz.ms.gov.br/auto-de-lancamento-e-de-imposicao-de-multa-alim-mod-1-solicitacao-de-lavratura/,http://www.catalogo.sefaz.ms.gov.br/auto-de-lancamento-e-de-imposicao-de-multa-alim-mod-1-solicitacao-de-lavratura/
"Auto de lançamento e de imposição de multa (ALIM), mod. 1 – solicitação de lavratura","Auto de Lançamento e de Imposição de Multa (ALIM), MOD. 2 – Solicitação de lavratura referente a T.V.F. e/ou T.A.",0.843,Autuações / Notificações;Autuações/Notificações - Fiscalização;Autuações/Notificações - Geral;Cidadão / Governo / Geral;Fiscalização,Auto de Lançamento e Processo Administrativo Tributário,Cidadão / Órgão Governamental,Cidadão,https://www.catalogo.sefaz.ms.gov.br/auto-de-lancamento-e-de-imposicao-de-multa-alim-mod-1-solicitacao-de-lavratura/,http://www.catalogo.sefaz.ms.gov.br/solicitacao-de-lavratura-de-alim-serie-m/
"Auto de lançamento e de imposição de multa (ALIM), mod. 1 – solicitação de lavratura",Auto de Lançamento e de Imposição de Multa (ALIM) – Impugnação,0.781,Autuações / Notificações;Autuações/Notificações - Fiscalização;Autuações/Notificações - Geral;Cidadão / Governo / Geral;Fiscalização,Auto de Lançamento e Processo Administrativo Tributário,Cidadão / Órgão Governamental,Empresa,https://www.catalogo.sefaz.ms.gov.br/auto-de-lancamento-e-de-imposicao-de-multa-alim-mod-1-solicitacao-de-lavratura/,http://www.catalogo.sefaz.ms.gov.br/impugnacao-ao-auto-de-lancamento-e-de-imposicao-de-multa-alim/
Fale Conosco,Fale Conosco,1.0,Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,Canais de Atendimento,Cidadão / Órgão Governamental,Cidadão,https://www.catalogo.sefaz.ms.gov.br/fale-conosco/,http://www.faleconosco.ms.gov.br/faleconosco/login/login.jsf
Fale Conosco,Fale Conosco,1.0,Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,Serviços,Cidadão / Órgão Governamental,Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/fale-conosco/,http://www.catalogo.sefaz.ms.gov.br/fale-conosco/
Fale Conosco,Fale Conosco,1.0,Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,Canais de Atendimento,Cidadão / Órgão Governamental,Poder Público,https://www.catalogo.sefaz.ms.gov.br/fale-conosco/,http://www.catalogo.sefaz.ms.gov.br/fale-conosco/
