Categorias,Perfis,Serviços,URL,fonte,id_unico,data_extracao
Serviços,Produtor Rural,Informações Fiscais e Cadastrais – Solicitação,http://www.catalogo.sefaz.ms.gov.br/informacoes-fiscais-e-cadastrais-solicitacao-2/,Site SEFAZ,451,2025-08-14
Serviços,Produtor Rural,TVF/TA – Termos de Verificação Fiscal ou Apreensão – Baixa ou alteração,http://www.autoatendimento.ms.gov.br/tvf/,Site SEFAZ,452,2025-08-14
Serviços,Produtor Rural,SOCRED – Solicitação de Crédito Fiscal do ICMS referente a operações e prestações relacionadas a produtos e à atividade agropecuária,http://www.catalogo.sefaz.ms.gov.br/restituicao-e-utilizacao-de-credito-fiscal/,Site SEFAZ,453,2025-08-14
Serviços,Produtor Rural,Fale Conosco,http://www.catalogo.sefaz.ms.gov.br/fale-conosco/,Site SEFAZ,454,2025-08-14
Serviços,Produtor Rural,SMEPA – Baixa de Notificação,http://www.catalogo.sefaz.ms.gov.br/smepa-baixa-de-notificacao/,Site SEFAZ,455,2025-08-14
Serviços,Produtor Rural,Pedido de Parcelamento de Débito (PPD) Relativo ao ICMS – Autoparcelamento,https://www.catalogo.sefaz.ms.gov.br/pedido-de-parcelamento-de-debito-ppd-relativo-ao-icms-autoparcelamento/,Site SEFAZ,456,2025-08-14
Serviços,Produtor Rural,Calculadora de Frete,https://servicos.efazenda.ms.gov.br/calculafrete,Site SEFAZ,457,2025-08-14
Serviços,Produtor Rural,Consulta Cadastro Agropecuária (CAP),https://servicos.efazenda.ms.gov.br/consultacap,Site SEFAZ,458,2025-08-14
Serviços,Produtor Rural,Destinatários habilitados para receber produtos agrícolas com suspensão/diferimento (Decreto 9.895/2000),https://servicos.efazenda.ms.gov.br/consultapublicagraos,Site SEFAZ,459,2025-08-14
Cadastros,Produtor Rural,Cadastro da Agropecuária (CAP) – Inscrição de Produtor Rural,http://www.catalogo.sefaz.ms.gov.br/inscricao-de-produtor-rural/,Site SEFAZ,460,2025-08-14
Cadastros,Produtor Rural,Cadastro da Agropecuária (CAP) – Alteração de dados cadastrais,http://www.catalogo.sefaz.ms.gov.br/atualizacao-do-cadastro-do-produtor-rural/,Site SEFAZ,461,2025-08-14
Cadastros,Produtor Rural,Cadastro da Agropecuária (CAP) – Baixa da Inscrição Estadual,http://www.catalogo.sefaz.ms.gov.br/baixa-da-inscricao-estadual-de-produtor-rural/,Site SEFAZ,462,2025-08-14
Cadastros,Produtor Rural,Cadastro da Agropecuária (CAP) – Reativação da Inscrição Estadual,http://www.catalogo.sefaz.ms.gov.br/reativacao-da-inscricao-estadual-da-agropecuaria-cap/,Site SEFAZ,463,2025-08-14
Cadastros,Produtor Rural,Cadastro da Agropecuária (CAP) – Reativação de inscrição estadual suspensa por vencimento de contrato,http://www.catalogo.sefaz.ms.gov.br/reativacao-da-inscricao-estadual-de-produtor-suspensa-por-vencimento-de-contrato/,Site SEFAZ,464,2025-08-14
Cadastros,Produtor Rural,Cadastro da Agropecuária (CAP) – Suspensão temporária da inscrição estadual a pedido do contribuinte e sua prorrogação,http://www.catalogo.sefaz.ms.gov.br/suspensao-temporaria-da-inscricao-de-produtor-rural-a-pedido-do-contribuinte/,Site SEFAZ,465,2025-08-14
Documentos Fiscais Eletrônicos,Produtor Rural,Nota Fiscal de Produtor Eletrônica (NFP–e) – Emissão,http://www.catalogo.sefaz.ms.gov.br/emissao-de-nota-fiscal-de-produtor-eletronica-nfp-e/,Site SEFAZ,466,2025-08-14
Documentos Fiscais Eletrônicos,Produtor Rural,"Nota Fiscal de Produtor, Série Especial (NFP/SE) – Impressão de Formulário",http://www.catalogo.sefaz.ms.gov.br/solicitacao-de-impressao-de-formulario-de-nota-fiscal-do-produtor-serie-especial-nfpse/,Site SEFAZ,467,2025-08-14
Documentos Fiscais Eletrônicos,Produtor Rural,"Nota Fiscal de Produtor, Série Especial (NFP/SE) – Prestação de contas de notas emitidas e não baixadas automaticamente ou canceladas",http://www.catalogo.sefaz.ms.gov.br/prestacao-de-conta-de-nota-fiscal-de-produtor-serie-especial-nfpse/,Site SEFAZ,468,2025-08-14
Documentos Fiscais Eletrônicos,Produtor Rural,Nota Fiscal de Produtor Eletrônica (NFP–e) – Cancelamento dentro do prazo de 24h,http://www.catalogo.sefaz.ms.gov.br/cancelamento-nota-fiscal-de-produtor-eletronica-nfp-e/,Site SEFAZ,469,2025-08-14
Documentos Fiscais Eletrônicos,Produtor Rural,Nota Fiscal de Produtor Eletrônica (NFP–e) – Cancelamento extemporâneo,http://www.catalogo.sefaz.ms.gov.br/cancelamento-de-nota-fiscal-de-produtor-eletronica-nfp-e-fora-do-prazo/,Site SEFAZ,470,2025-08-14
Documentos Fiscais Eletrônicos,Produtor Rural,Nota Fiscal de Produtor Eletrônica (NFP–e) – Desbloqueio para emissão,http://www.catalogo.sefaz.ms.gov.br/desbloqueio-para-emissao-de-nota-fiscal-de-produtor-eletronica-nfp-e/,Site SEFAZ,471,2025-08-14
Documentos Fiscais Eletrônicos,Produtor Rural,"Nota Fiscal de Produtor, Série Especial (NFP/SE) – Desbloqueio para impressão de Formulário",http://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-serie-especial-nfp-se-desbloqueio-para-impressao-de-formulario/,Site SEFAZ,472,2025-08-14
Documentos Fiscais Eletrônicos,Produtor Rural,Nota Fiscal de Produtor Eletrônica (NFP–e) – Cancelamento extemporâneo (não autorizado on–line),http://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-cancelamento-extemporaneo-nao-autorizado-on-line/,Site SEFAZ,473,2025-08-14
Documentos Fiscais Eletrônicos,Produtor Rural,Nota Fiscal de Produtor eletrônica (NFP–e) / Nota Fiscal Avulsa eletrônica (NFA–e) – Emissão de Carta de Correção Eletrônica (CC–e),http://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-nota-fiscal-avulsa-eletronica-nfa-e-emissao-de-carta-de-correcao-eletronica-cc-e/,Site SEFAZ,474,2025-08-14
"Certidões, Atestados, Homologações e Declarações Tributárias",Empresa,Atestado de Inexistência para fins de diferimento do ICMS Diferencial de Alíquotas e de Importação na aquisição de máquinas e equipamentos industriais – Termo de Acordo,http://www.catalogo.sefaz.ms.gov.br/atestado-de-inexistencia-para-fins-de-diferimento-do-icms-diferencial-de-aliquotas-e-de-importacao-na-aquisicao-de-maquinas-e-equipamentos-industriais/,Site SEFAZ,475,2025-08-14
"Certidões, Atestados, Homologações e Declarações Tributárias",Empresa,Certidão de Registro e Depósito Convênio 190 – Emissão,http://www.catalogo.sefaz.ms.gov.br/certidao-de-registro-e-deposito-convenio-190-emissao/,Site SEFAZ,476,2025-08-14
"Certidões, Atestados, Homologações e Declarações Tributárias",Empresa,Declaração de Compras para aquisições interestaduais de materiais de construção por consumidor final não contribuinte do ICMS ou por empresas do ramo da construção civil,http://www.catalogo.sefaz.ms.gov.br/declaracao-de-compras-para-aquisicoes-interestaduais-de-materiais-de-construcao-por-consumidor-final-nao-contribuinte-do-icms-ou-por-empresas-do-ramo-da-construcao-civil/,Site SEFAZ,477,2025-08-14
"Certidões, Atestados, Homologações e Declarações Tributárias",Empresa,"Homologação de Crédito por Venda de Medicamentos entre Laboratório e seu Distribuidor Exclusivo, nos Termos do Decreto 12.415/07 ao Estado do Mato Grosso do Sul",http://www.catalogo.sefaz.ms.gov.br/homologacao-de-credito-por-venda-de-medicamentos-entre-laboratorio-e-seu-distribuidor-exclusivo-nos-termos-do-decreto-12-415-07-ao-estado-do-mato-grosso-do-sul/,Site SEFAZ,478,2025-08-14
"Certidões, Atestados, Homologações e Declarações Tributárias",Empresa,Termo de Responsabilidade Técnica do Contribuinte e Contabilista,https://servicos.efazenda.ms.gov.br/downloads/arq/Termo-de-Responsabilidade-T%C3%A9cnica-do-contribuinte-e-contador.doc,Site SEFAZ,479,2025-08-14
"Certidões, Atestados, Homologações e Declarações Tributárias",Empresa,Requerimento da Certidão Positiva ou Circunstanciada,https://www.sefaz.ms.gov.br/wp-content/uploads/2023/05/Ficha_Requerimento_da_Certidao_Positiva_ou_Circunstanciada.pdf,Site SEFAZ,480,2025-08-14
Cadastros,Empresa,"Cadastro do Comércio, Indústria e Serviços (CCIS) – Inscrição de empresas",http://www.catalogo.sefaz.ms.gov.br/cadastro-do-comercio-industria-e-servicos-ccis-inscricao/,Site SEFAZ,481,2025-08-14
Cadastros,Empresa,"Cadastro do Comércio, Indústria e Serviços (CCIS) – Inscrição de Cerealista",http://www.catalogo.sefaz.ms.gov.br/cadastro-do-comercio-industria-e-servicos-ccis-inscricao-de-cerealista/,Site SEFAZ,482,2025-08-14
Cadastros,Empresa,"Cadastro do Comércio, Indústria e Serviços (CCIS) – Inscrição estadual temporária para empresas do ramo de construção civil",http://www.catalogo.sefaz.ms.gov.br/inscricao-estadual-em-carater-temporario-ou-provisorio-de-empresas-de-construcao-civil/,Site SEFAZ,483,2025-08-14
Cadastros,Empresa,"Cadastro do Comércio, Indústria e Serviços (CCIS) – Inscrição de Frigoríficos",http://www.catalogo.sefaz.ms.gov.br/inscricao-estadual-de-frigorificos/,Site SEFAZ,484,2025-08-14
Cadastros,Empresa,"Cadastro do Comércio, Indústria e Serviços (CCIS) – Inscrição de Artesão (CEA – Cadastro Especial de Artesão)",https://www.catalogo.sefaz.ms.gov.br/cadastro-do-comercio-industria-e-servicos-ccis-inscricao-de-artesao-cea-cadastro-especial-de-artesao/,Site SEFAZ,485,2025-08-14
Cadastros,Empresa,"Cadastro do Comércio, Indústria e Serviços (CCIS) – Inscrição de Contribuinte de Outras Unidades da Federação como Substituto Tributário nas operações com Combustíveis líquidos e gasosos e Lubrificantes e respectivas manutenções cadastrais (alteração, baixa e reativação)",http://www.catalogo.sefaz.ms.gov.br/cadastro-de-contribuintes-substitutos-combustiveis-e-lubrificantes/,Site SEFAZ,486,2025-08-14
Cadastros,Empresa,"Cadastro do Comércio, Indústria e Serviços (CCIS) – Inscrição de empresa do ramo de Combustíveis líquidos e gasosos e Lubrificantes",http://www.catalogo.sefaz.ms.gov.br/inscricao-estadual-de-empresa-do-ramo-de-combustiveis-e-lubrificantes/,Site SEFAZ,487,2025-08-14
Cadastros,Empresa,"Cadastro do Comércio, Indústria e Serviços (CCIS) – Inscrição de Contribuinte localizado em outra Unidade da Federação como Substituto Tributário do ICMS mediante Termo de Responsabilidade",http://www.catalogo.sefaz.ms.gov.br/cadastro-de-contribuintes-substitutos-termo-de-acordo-comercio-e-industria/,Site SEFAZ,488,2025-08-14
Cadastros,Empresa,"Cadastro do Comércio, Indústria e Serviços (CCIS) – Inscrição de Contribuinte localizado em outra Unidade da Federação como Substituto Tributário por força de Convênio ou Protocolo",http://www.catalogo.sefaz.ms.gov.br/cadastro-de-contribuintes-substitutos-comercio-e-industria/,Site SEFAZ,489,2025-08-14
Cadastros,Empresa,"Cadastro do Comércio, Indústria e Serviços (CCIS) – Inscrição de Contribuinte localizado em outras Unidades da Federação como responsável pelo recolhimento do ICMS nas operações destinadas a consumidor final (ICMS DIFCON)",http://www.catalogo.sefaz.ms.gov.br/cadastro-de-contribuintes-outras-ufs-vendas-a-consumidor-final/,Site SEFAZ,490,2025-08-14
Cadastros,Empresa,"Cadastro do Comércio, Indústria e Serviços (CCIS) – Alteração de dados cadastrais",http://www.catalogo.sefaz.ms.gov.br/alteracao-de-dados-cadastrais-exceto-endereco-no-cadastro-de-comercio-industria-e-servicos-ccis/,Site SEFAZ,491,2025-08-14
Cadastros,Empresa,"Cadastro do Comércio, Indústria e Serviços (CCIS) – Reativação da inscrição estadual",http://www.catalogo.sefaz.ms.gov.br/reativacao-da-inscricao-estadual-do-cadastro-de-comercio-industria-e-servicos-ccis/,Site SEFAZ,492,2025-08-14
Cadastros,Empresa,"Cadastro do Comércio, Indústria e Serviços (CCIS) – Baixa da inscrição estadual",http://www.catalogo.sefaz.ms.gov.br/baixa-da-inscricao-estadual-ccis/,Site SEFAZ,493,2025-08-14
Cadastros,Empresa,"Cadastro do Comércio, Indústria e Serviços (CCIS) – Suspensão da eficácia temporária a pedido do Contribuinte e sua prorrogação",http://www.catalogo.sefaz.ms.gov.br/inscricao-estadual-no-cadastro-de-comercio-indutria-e-servicos-ccis-suspensao-da-eficacia-temporaria-a-pedido-do-contribuinte/,Site SEFAZ,494,2025-08-14
Cadastros,Empresa,Cadastro de Contabilistas – Inclusão e alteração de dados do contabilista,http://www.catalogo.sefaz.ms.gov.br/inclusao-e-alteracao-de-cadastro-de-contabilistas/,Site SEFAZ,495,2025-08-14
Cadastros,Empresa,Comunicação pelo Contabilista das hipóteses de que trata o inciso III do artigo 1º da Portaria/SAT Nº 1.834/ 2007,http://www.catalogo.sefaz.ms.gov.br/comunicacao-pelo-contabilista-das-hipoteses-de-que-trata-o-inciso-iii-do-artigo-1o-da-portariasat-no-1-834-de-1201-2007/,Site SEFAZ,496,2025-08-14
Cadastros,Empresa,"Portal ICMS Transparente – Vinculação entre Matriz, Filiais e Sócios",https://www.catalogo.sefaz.ms.gov.br/portal-icms-transparente-vinculacao-entre-matriz-filiais-e-socios/,Site SEFAZ,497,2025-08-14
Escrituração Fiscal Digital,Empresa,Escrituração Fiscal Digital (EFD) – Entrega,http://www.catalogo.sefaz.ms.gov.br/entrega-da-escrituracao-fiscal-digital-efd/,Site SEFAZ,498,2025-08-14
Escrituração Fiscal Digital,Empresa,Escrituração Fiscal Digital (EFD) – Retificação,http://www.catalogo.sefaz.ms.gov.br/retificacao-de-escrituracao-fiscal-digital-efd/,Site SEFAZ,499,2025-08-14
Escrituração Fiscal Digital,Empresa,Escrituração Fiscal Digital (EFD) – Baixa de notificação,http://www.catalogo.sefaz.ms.gov.br/baixa-de-notificacao-por-falta-de-entrega-de-escrituracao-fiscal-digital-efd/,Site SEFAZ,500,2025-08-14
Escrituração Fiscal Digital,Empresa,Escrituração Fiscal Digital (EFD) – Dispensa de entrega,http://www.catalogo.sefaz.ms.gov.br/dispensa-de-entrega-de-escrituracao-fiscal-digital-efd/,Site SEFAZ,501,2025-08-14
Escrituração Fiscal Digital,Empresa,Livros Fiscais – Autenticação,http://www.catalogo.sefaz.ms.gov.br/autenticacao-de-livros-fiscais/,Site SEFAZ,502,2025-08-14
Auto de Lançamento e Processo Administrativo Tributário,Empresa,Auto de Lançamento e de Imposição de Multa (ALIM) – Impugnação,http://www.catalogo.sefaz.ms.gov.br/impugnacao-ao-auto-de-lancamento-e-de-imposicao-de-multa-alim/,Site SEFAZ,503,2025-08-14
Auto de Lançamento e Processo Administrativo Tributário,Empresa,Processo Administrativo Tributário (PAT) – Aditamento de razões pelo sujeito passivo,http://www.catalogo.sefaz.ms.gov.br/aditamento-de-razoes-pelo-sujeito-passivo/,Site SEFAZ,504,2025-08-14
Auto de Lançamento e Processo Administrativo Tributário,Empresa,Processo Administrativo Tributário (PAT) – Manifestações em face de despacho saneador,http://www.catalogo.sefaz.ms.gov.br/manifestacoes-em-face-de-despacho-saneador/,Site SEFAZ,505,2025-08-14
Auto de Lançamento e Processo Administrativo Tributário,Empresa,Processo Administrativo Tributário (PAT) – Interposição de Agravo em face da não admissibilidade da impugnação pela 1ª instância,http://www.catalogo.sefaz.ms.gov.br/agravo-em-face-da-nao-admissibilidade-da-impugnacao/,Site SEFAZ,506,2025-08-14
Auto de Lançamento e Processo Administrativo Tributário,Empresa,Processo Administrativo Tributário (PAT) – Interposição de Pedido de Esclarecimento em face do resultado de julgamento em 1ª ou 2ª instância,http://www.catalogo.sefaz.ms.gov.br/pedido-de-esclarecimento-em-face-do-resultado-das-decisoes-em-1a-ou-2a-instancia/,Site SEFAZ,507,2025-08-14
Auto de Lançamento e Processo Administrativo Tributário,Empresa,Processo Administrativo Tributário (PAT) – Interposição de Recurso Voluntário ao Tribunal Administrativo Tributário (TAT) em face de decisão proferida em 1ª Instância,http://www.catalogo.sefaz.ms.gov.br/recurso-voluntario-apresentado-contra-decisao-proferida-em-1a-instancia/,Site SEFAZ,508,2025-08-14
Auto de Lançamento e Processo Administrativo Tributário,Empresa,Processo Administrativo Tributário (PAT) – Interposição de Recurso Especial ao Tribunal Administrativo Tributário (TAT) em face de decisão proferida em 2ª Instância,http://www.catalogo.sefaz.ms.gov.br/recurso-especial-apresentado-contra-decisao-proferida-em-2a-instancia/,Site SEFAZ,509,2025-08-14
Auto de Lançamento e Processo Administrativo Tributário,Empresa,"Processo Administrativo Tributário (PAT) – Solicitação de vista, cópias ou certidões",http://www.catalogo.sefaz.ms.gov.br/processos-adminstrativos-tributarios-solicitacao-de-vistas-copias-eou-certidoes/,Site SEFAZ,510,2025-08-14
Auto de Lançamento e Processo Administrativo Tributário,Empresa,Processo Administrativo Tributário (PAT) – Pedido de esclarecimento em face da decisão de admissibilidade de recurso especial proferida pelo presidente do Tribunal Administrativo Tributário,http://www.catalogo.sefaz.ms.gov.br/processo-administrativo-tributario-pat-pedido-de-esclarecimento-em-face-da-decisao-de-admissibilidade-de-recurso-especial-proferida-pelo-presidente-do-tribunal-administrativo-tributario/,Site SEFAZ,511,2025-08-14
Emissão de Documento de Documento de Arrecadação Estadual de MS – DAEMS,Empresa,Documento de Arrecadação do Estado de Mato Grosso do Sul (DAEMS) – Emissão,https://www.catalogo.sefaz.ms.gov.br/documento-de-arrecadacao-do-estado-de-mato-grosso-do-sul-daems-emissao/,Site SEFAZ,512,2025-08-14
Emissão de Documento de Documento de Arrecadação Estadual de MS – DAEMS,Empresa,Documento de Arrecadação do Estado de Mato Grosso do Sul (DAEMS) – Retificação ou Apostilamento,http://www.catalogo.sefaz.ms.gov.br/daems-documento-de-arrecadacao-do-estado-de-mato-grosso-do-sul-retificacao-ou-apostilamento/,Site SEFAZ,513,2025-08-14
Emissão de Documento de Documento de Arrecadação Estadual de MS – DAEMS,Empresa,Requerimento da Certidão Positiva ou Circunstanciada,https://www.sefaz.ms.gov.br/wp-content/uploads/2023/05/Ficha_Requerimento_da_Certidao_Positiva_ou_Circunstanciada.pdf,Site SEFAZ,514,2025-08-14
ICMS,Empresa,"ICMS – Cálculo para recolhimento espontâneo (Normal, Transporte, Equalização e Substituição Tributária)",http://www.catalogo.sefaz.ms.gov.br/calculo-para-recolhimento-espontaneo-de-icms/,Site SEFAZ,515,2025-08-14
ICMS,Empresa,Pedido de Parcelamento de Débito (PPD) Relativo ao ICMS – Autoparcelamento,https://www.catalogo.sefaz.ms.gov.br/pedido-de-parcelamento-de-debito-ppd-relativo-ao-icms-autoparcelamento/,Site SEFAZ,516,2025-08-14
ICMS,Empresa,ICMS – Compensação Centralizada de Saldos Devedores e Credores,http://www.catalogo.sefaz.ms.gov.br/compensacao-centralizada-de-saldos-devedores-e-credores-de-icms/,Site SEFAZ,517,2025-08-14
ICMS,Empresa,ICMS – Homologação de crédito de equivalência de exportação,http://www.catalogo.sefaz.ms.gov.br/homologacao-de-credito-fiscal-de-icms-de-exportacao/,Site SEFAZ,518,2025-08-14
ICMS,Empresa,"ICMS – Homologação de crédito fiscal de contribuinte inscrito no Cadastro do Comércio, Indústria e Serviços (CCIS)",https://www.catalogo.sefaz.ms.gov.br/icms-homologacao-de-credito-fiscal-de-contribuinte-inscrito-no-cadastro-do-comercio-industria-e-servicos-ccis/,Site SEFAZ,519,2025-08-14
ICMS,Empresa,ICMS – Homologação de transferência de crédito realizada por distribuidora de combustíveis,http://www.catalogo.sefaz.ms.gov.br/homologacao-de-transferencia-de-credito-realizada-por-distribuidora-de-combustiveis/,Site SEFAZ,520,2025-08-14
ICMS,Empresa,ICMS ST – Homologação de Crédito por Venda de Combustível ao Estado do Mato Grosso do Sul,http://www.catalogo.sefaz.ms.gov.br/homologacao-de-credito-por-venda-de-combustivel-ao-estado-do-mato-grosso-do-sul/,Site SEFAZ,521,2025-08-14
ICMS,Empresa,ICMS ST – Pedido de Ressarcimento – Subanexo II ao Anexo III do RICMS,https://www.catalogo.sefaz.ms.gov.br/icms-st-pedido-de-ressarcimento-do-icms-st-nos-termos-do-subanexo-ii-ao-anexo-iii-do-ricms/,Site SEFAZ,522,2025-08-14
ICMS,Empresa,ICMS ST – Pedido de Ressarcimento – Art. 12 do Anexo III do RICMS,https://www.catalogo.sefaz.ms.gov.br/?p=6011&preview=true,Site SEFAZ,523,2025-08-14
ICMS,Empresa,ICMS ST – Dispensa da cobrança nas aquisições interestaduais de mercadorias a serem vendidas a órgãos da Administração Pública Estadual Direta e suas Fundações e Autarquias,http://www.catalogo.sefaz.ms.gov.br/compras-governamentais-isencao-de-icmsst-em-aquisicoes-de-mercadorias-a-serem-vendidas-a-orgao-governamental/,Site SEFAZ,524,2025-08-14
ICMS,Empresa,ICMS Importação – Inclusão de item na listagem de matéria–prima/mercadoria para fins de diferimento do imposto – Benefício previsto em Termo de Acordo,http://www.catalogo.sefaz.ms.gov.br/icms-importacao-inclusao-de-item-na-listagem-de-materia-prima-mercadoria-para-fins-de-diferimento-do-imposto-beneficio-previsto-em-termo-de-acordo/,Site SEFAZ,525,2025-08-14
ICMS,Empresa,ICMS importação – Dispensa da cobrança de ICMS sobre a importação de bens de uso exclusivo em processo de produção industrial ou agropecuária,http://www.catalogo.sefaz.ms.gov.br/dispensa-da-cobranca-de-icms-sobre-a-importacao-de-bens-de-producao/,Site SEFAZ,526,2025-08-14
ICMS,Empresa,ICMS Diferencial de Alíquotas – Dispensa da cobrança na aquisição de maquinário por industrial ou produtor rural,http://www.catalogo.sefaz.ms.gov.br/dispensa-da-cobranca-do-icms-diferencial-de-aliquota-na-aquisicao-de-maquinario-por-industrial-ou-produtor-rural/,Site SEFAZ,527,2025-08-14
ICMS,Empresa,ICMS – Homologação de ressarcimento do ICMS referente às operações de B100 efetuadas por produtor de biocombustível localizado em MS,https://www.catalogo.sefaz.ms.gov.br/icms-homologacao-de-ressarcimento-do-icms-referente-as-operacoes-de-b100-efetuadas-por-produtor-de-biocombustivel-localizado-em-ms/,Site SEFAZ,528,2025-08-14
Documentos Fiscais Eletrônicos,Empresa,"Nota Fiscal Eletrônica (NF-e), Modelo 55 – Pedido de cancelamento extemporâneo",https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-eletronica-nf-e-modelo-55-pedido-de-cancelamento-extemporaneo/,Site SEFAZ,529,2025-08-14
Documentos Fiscais Eletrônicos,Empresa,Nota Fiscal Avulsa Eletrônica (NFA-e) – Cancelamento dentro do prazo de 24h,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-dentro-do-prazo-de-24h/,Site SEFAZ,530,2025-08-14
Documentos Fiscais Eletrônicos,Empresa,Nota Fiscal Avulsa Eletrônica (NFA-e) – Cancelamento extemporâneo,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-extemporaneo/,Site SEFAZ,531,2025-08-14
Documentos Fiscais Eletrônicos,Empresa,Nota Fiscal – Revalidação do prazo de validade,http://www.catalogo.sefaz.ms.gov.br/nota-fiscal-revalidacao-de-prazo-de-validade/,Site SEFAZ,532,2025-08-14
Documentos Fiscais Eletrônicos,Empresa,Nota Fiscal Eletrônica (NFe) – Pedido de Reabilitação para Emissão,https://www.catalogo.sefaz.ms.gov.br/6029-2/,Site SEFAZ,533,2025-08-14
Documentos Fiscais Eletrônicos,Empresa,Nota Fiscal de empresas – Cancelamento por motivo de extravio,http://www.catalogo.sefaz.ms.gov.br/cancelamento-por-motivo-de-extravio-de-nota-fiscal-de-empresas/,Site SEFAZ,534,2025-08-14
Documentos Fiscais Eletrônicos,Empresa,"Conhecimento de Transporte Eletrônico – CT–e, Modelo 57 e Conhecimento de Transporte Eletrônico para Outros Serviços – CT–e OS, Modelo 67 – Pedido de Cancelamento Extemporâneo",http://www.catalogo.sefaz.ms.gov.br/conhecimento-de-transporte-para-outros-servicos-ct-e-os-modelo-67-pedido-de-cancelamento-extemporaneo/,Site SEFAZ,535,2025-08-14
Documentos Fiscais Eletrônicos,Empresa,Pedido de Aquisição de Formulário de Segurança (PAFS),http://www.catalogo.sefaz.ms.gov.br/pedido-para-aquisicao-de-formulario-de-seguranca-pafs/,Site SEFAZ,536,2025-08-14
Documentos Fiscais Eletrônicos,Empresa,"Manifesto Eletrônico de Documentos Fiscais, Modelo 58 – Pedido de Cancelamento Extemporâneo",http://www.catalogo.sefaz.ms.gov.br/manifesto-eletronico-de-documentos-fiscais-modelo-58-pedido-de-cancelamento-extemporaneo/,Site SEFAZ,537,2025-08-14
Documentos Fiscais Eletrônicos,Empresa,Documentos Fiscais – Inutilização por vencimento ou não utilização,http://www.catalogo.sefaz.ms.gov.br/inutilizacao-de-notas-fiscais-vencidas-ou-nao-utilizadas/,Site SEFAZ,538,2025-08-14
Documentos Fiscais Eletrônicos,Empresa,Autorização para Impressão de Documentos Fiscais (AIDF),http://www.catalogo.sefaz.ms.gov.br/autorizacao-para-impressao-de-documentos-fiscais-aidf/,Site SEFAZ,539,2025-08-14
Documentos Fiscais Eletrônicos,Empresa,Autorização para Impressão de Documentos Fiscais (AIDF) – Cancelamento do pedido,http://www.catalogo.sefaz.ms.gov.br/cancelamento-do-pedido-de-autorizacao-para-impressao-de-documentos-fiscais-aidf/,Site SEFAZ,540,2025-08-14
Documentos Fiscais Eletrônicos,Empresa,Autorização para Impressão de Documentos Fiscais (AIDF) – Comprovação intempestiva,http://www.catalogo.sefaz.ms.gov.br/comprovacao-intempestiva-de-autorizacao-para-impressao-de-documentos-fiscais-aidf/,Site SEFAZ,541,2025-08-14
Documentos Fiscais Eletrônicos,Empresa,Autorização para Impressão de Documentos Fiscais (AIDF) – Quando não concedida por meio eletrônico,http://www.catalogo.sefaz.ms.gov.br/pedido-de-aidf-quando-nao-concedida-por-meio-eletronico/,Site SEFAZ,542,2025-08-14
Documentos Fiscais Eletrônicos,Empresa,"Fornecimento de Dados Fiscais (GIA, SINTEGRA, Documentos Fiscais Eletrônicos)",https://www.catalogo.sefaz.ms.gov.br/6542-2/,Site SEFAZ,543,2025-08-14
Serviços,Empresa,Serviços de A a Z,http://www.catalogo.sefaz.ms.gov.br/servicos-de-a-a-z/,Site SEFAZ,544,2025-08-14
Serviços,Empresa,Carta de Serviços da SEFAZ/MS,http://www.catalogo.sefaz.ms.gov.br/,Site SEFAZ,545,2025-08-14
Serviços,Empresa,Carta de Serviços do Governo do Estado,http://www.cartasdeservicos.ms.gov.br/,Site SEFAZ,546,2025-08-14
Serviços,Empresa,Cadastro no Portal de Serviços e-Fazenda,https://efazenda.servicos.ms.gov.br/e-fazenda/inicio.aspx,Site SEFAZ,547,2025-08-14
Serviços,Empresa,Denúncia Espontânea,http://www.catalogo.sefaz.ms.gov.br/pedido-de-denuncia-espontanea/,Site SEFAZ,548,2025-08-14
Serviços,Empresa,Parcelamentos – Fiscalização,https://www.catalogo.sefaz.ms.gov.br/Geral/fiscalizacao/parcelamentos-fiscalizacao/,Site SEFAZ,549,2025-08-14
Serviços,Empresa,Débito Fiscal – Baixa de notificação CRD,http://www.catalogo.sefaz.ms.gov.br/baixa-de-notificacao-de-debito-fiscal/,Site SEFAZ,550,2025-08-14
Serviços,Empresa,Pendências fiscais e/ou cadastrais – Regularização,http://www.catalogo.sefaz.ms.gov.br/regularizacao-de-pendencias/,Site SEFAZ,551,2025-08-14
Serviços,Empresa,FADEFE/MS (Fundo de Apoio ao Desenvolvimento Econômico e de Equilíbrio Fiscal do Estado) – Baixa de Notificação de Débito,https://www.catalogo.sefaz.ms.gov.br/fadefe-ms-fundo-de-apoio-ao-desenvolvimento-economico-e-de-equilibrio-fiscal-do-estado-baixa-de-notificacao-de-debito/,Site SEFAZ,552,2025-08-14
