Categorias,Perfis,Serviços,URL
Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Autorização para impressão de documentos fiscais (AIDF),https://www.catalogo.sefaz.ms.gov.br/autorizacao-para-impressao-de-documentos-fiscais-aidf/
Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Autorização para impressão de documentos fiscais (AIDF) – cancelamento do pedido,https://www.catalogo.sefaz.ms.gov.br/autorizacao-para-impressao-de-documentos-fiscais-aidf-cancelamento-do-pedido/
Agropecuária;Comércio Indústria e Serviços;Declarações - CAP;Declarações - CCIS,"Comércio, Indústria e Serviços",Escrituração fiscal digital (EFD) – entrega,https://www.catalogo.sefaz.ms.gov.br/entrega-da-escrituracao-fiscal-digital-efd/
Cadastro Fiscal - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços","Cadastro do comércio, indústria e serviços (CCIS) – inscrição de frigoríficos",https://www.catalogo.sefaz.ms.gov.br/inscricao-estadual-de-frigorificos/
Agropecuária;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS,"Comércio, Indústria e Serviços",Documentos fiscais –  inutilização por vencimento ou não utilização,https://www.catalogo.sefaz.ms.gov.br/documentos-fiscais-inutilizacao-por-vencimento-ou-nao-utilizacao/
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,"Comércio, Indústria e Serviços",Documento de arrecadação do estado de Mato Grosso do Sul (DAEMS) – emissão,https://www.catalogo.sefaz.ms.gov.br/documento-de-arrecadacao-do-estado-de-mato-grosso-do-sul-daems-emissao/
Comércio Indústria e Serviços;Créditos Fiscais - CCIS,"Comércio, Indústria e Serviços",ICMS – homologação de transferência de crédito realizada por distribuidora de combustíveis,https://www.catalogo.sefaz.ms.gov.br/icms-homologacao-de-transferencia-de-credito-realizada-por-distribuidora-de-combustiveis/
Agropecuária;Benefícios Fiscais - CAP;Benefícios Fiscais - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",ICMS Importação – dispensa da cobrança de ICMS sobre a importação de bens de uso exclusivo em processo de produção industrial ou agropecuária,https://www.catalogo.sefaz.ms.gov.br/dispensa-da-cobranca-de-icms-sobre-a-importacao-de-bens-de-producao/
Agropecuária;Benefícios Fiscais - CAP;Benefícios Fiscais - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",ICMS Diferencial de Alíquotas – dispensa da cobrança na aquisição de maquinário por industrial ou produtor rural,https://www.catalogo.sefaz.ms.gov.br/dispensa-da-cobranca-do-icms-diferencial-de-aliquota-na-aquisicao-de-maquinario-por-industrial-ou-produtor-rural/
Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Pedido de aquisição de formulário de segurança (PAFS),https://www.catalogo.sefaz.ms.gov.br/pedido-de-aquisicao-de-formulario-de-seguranca-pafs/
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;RESTITUIÇÕES;Restituições - Geral,"Comércio, Indústria e Serviços",Restituição/Ressarcimento de indébito tributário – pedido,https://www.catalogo.sefaz.ms.gov.br/restituicao-ressarcimento-de-indebito-tributario-pedido/
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,"Comércio, Indústria e Serviços","ICMS – cálculo para recolhimento espontâneo (Normal, Transporte, Equalização e Substituição Tributária)",https://www.catalogo.sefaz.ms.gov.br/icms-calculo-para-recolhimento-espontaneo-normal-transporte-equalizacao-e-substituicao-tributaria/
Cadastro Fiscal - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços","Cadastro do comércio, indústria e serviços (CCIS) – suspensão da eficácia temporária a pedido do contribuinte e sua prorrogação",https://www.catalogo.sefaz.ms.gov.br/cadastro-do-comercio-industria-e-servicos-ccis-suspensao-da-eficacia-temporaria-a-pedido-do-contribuinte-e-sua-prorrogacao/
Benefícios Fiscais - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",ICMS – isenção sobre mercadorias vendidas à Administração Pública Estadual,https://www.catalogo.sefaz.ms.gov.br/icms-isencao-sobre-mercadorias-vendidas-a-administracao-publica-estadual/
Comércio Indústria e Serviços;Créditos Fiscais - CCIS,"Comércio, Indústria e Serviços",ICMS – compensação centralizada de saldos devedores e credores,https://www.catalogo.sefaz.ms.gov.br/compensacao-centralizada-de-saldos-devedores-e-credores-de-icms/
Cadastro Fiscal - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços","Cadastro do comércio, indústria e serviços (CCIS) – inscrição de contribuinte localizado em outra unidade da federação como substituto tributário por força de Convênio ou Protocolo",https://www.catalogo.sefaz.ms.gov.br/cadastro-do-comercio-industria-e-servicos-ccis-inscricao-de-contribuinte-localizado-em-outra-unidade-da-federacao-como-substituto-tributario-por-forca-de-convenio-ou-protocolo/
Comércio Indústria e Serviços;Regimes Especiais - CCIS,"Comércio, Indústria e Serviços","Regime especial – dilatação de prazo para pagamento, por período quinzenal, do ICMS substituição tributária devido na entrada de mercadorias no estado de MS (art. 4º, I, b do Anexo V ao RICMS)",https://www.catalogo.sefaz.ms.gov.br/regime-especial-dilatacao-de-prazo-para-pagamento-por-periodo-quinzenal-do-icms-substituicao-tributaria-devido-na-entrada-de-mercadorias-no-estado-de-ms-art-4o-i-b-do-anexo-v-ao-ricms/
Cadastro Fiscal - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços","Cadastro do comércio, indústria e serviços (CCIS) – reativação da inscrição estadual",https://www.catalogo.sefaz.ms.gov.br/cadastro-do-comercio-industria-e-servicos-ccis-reativacao-da-inscricao-estadual/
Agropecuária;Benefícios Fiscais - CAP;Benefícios Fiscais - CCIS;Benefícios Fiscais - geral;Cidadão / Governo / Geral;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",ICMS – prorrogação de prazo para retorno de mercadorias ou bens remetidos ou recebidos com suspensão ou não incidência do imposto,https://www.catalogo.sefaz.ms.gov.br/icms-prorrogacao-de-prazo-para-retorno-de-mercadorias-ou-bens-remetidos-ou-recebidos-com-suspensao-ou-nao-incidencia-do-imposto/
Cadastro Fiscal - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços","Cadastro do comércio, indústria e serviços (CCIS) – inscrição de contribuinte de outras unidades da federação como substituto tributário nas operações com combustíveis líquidos e gasosos e lubrificantes e respectivas manutenções cadastrais (alteração, baixa e reativação)",https://www.catalogo.sefaz.ms.gov.br/cadastro-do-comercio-industria-e-servicos-ccis-inscricao-de-contribuinte-de-outras-unidades-da-federacao-como-substituto-tributario-nas-operacoes-com-combustiveis-liquidos-e-gasosos-e-lub/
Cadastro Fiscal - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços","Cadastro do comércio, indústria e serviços (CCIS) – inscrição de contribuinte localizado em outra unidade da federação como substituto tributário do ICMS mediante Termo de Responsabilidade",https://www.catalogo.sefaz.ms.gov.br/cadastro-do-comercio-industria-e-servicos-ccis-inscricao-de-contribuinte-localizado-em-outra-unidade-da-federacao-como-substituto-tributario-do-icms-mediante-termo-de-responsabilidade/
Agropecuária;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS,"Comércio, Indústria e Serviços",Nota fiscal – revalidação do prazo de validade,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-revalidacao-de-prazo-de-validade/
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,"Comércio, Indústria e Serviços",Documento de arrecadação do estado de Mato Grosso do Sul (DAEMS) – retificação ou apostilamento,https://www.catalogo.sefaz.ms.gov.br/documento-de-arrecadacao-do-estado-de-mato-grosso-do-sul-daems-retificacao-ou-apostilamento/
Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Autorização específica – armazenagem de álcool combustível ou açúcar em outra usina com diferimento do ICMS,https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-armazenagem-de-alcool-combustivel-ou-acucar-em-outra-usina-com-diferimento-do-icms/
Cadastro Fiscal - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços","Cadastro do comércio, indústria e serviços (CCIS) – baixa da inscrição estadual",https://www.catalogo.sefaz.ms.gov.br/cadastro-do-comercio-industria-e-servicos-ccis-baixa-da-inscricao-estadual/
Cadastro Fiscal - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços","Cadastro do comércio, indústria e serviços (CCIS) – inscrição de empresas",https://www.catalogo.sefaz.ms.gov.br/cadastro-do-comercio-industria-e-servicos-ccis-inscricao-de-empresas/
Cadastro Fiscal - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços","Cadastro do comércio, indústria e serviços (CCIS) – inscrição de cerealista",https://www.catalogo.sefaz.ms.gov.br/cadastro-do-comercio-industria-e-servicos-ccis-inscricao-de-cerealista/
Agropecuária;Benefícios Fiscais - CAP;Benefícios Fiscais - CCIS;Benefícios Fiscais - geral;Cidadão / Governo / Geral;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Guia para liberação de mercadoria estrangeira sem comprovação do recolhimento do ICMS (GLME) – análise e concessão de visto,https://www.catalogo.sefaz.ms.gov.br/guia-de-liberacao-de-mercadoria-estrangeira-sem-comprovacao-do-recolhimento-do-icms-glme-analise-e-concessao-de-visto/
Agropecuária;Comércio Indústria e Serviços;Regimes Especiais - CAP;Regimes Especiais - CCIS,"Comércio, Indústria e Serviços","Regime especial – dilatação de prazo para pagamento mensal do ICMS diferencial de alíquota devido na entrada de mercadorias destinadas ao uso, consumo ou ativo fixo (art. 4º, I, b do Anexo V ao RICMS)",https://www.catalogo.sefaz.ms.gov.br/regime-especial-dilatacao-de-prazo-para-pagamento-mensal-do-icms-diferencial-de-aliquota-devido-na-entrada-de-mercadorias-destinadas-ao-uso-consumo-ou-ativo-fixo-art-4o-i-b-do-anexo-v-a/
Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Autorização Específica mediante Termo de Acordo – concessão e renovação – distribuidora de medicamentos localizada neste Estado – tratamento tributário do Decreto nº 9.578/1999,https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-distribuidora-de-medicamentos-localizada-neste-estado-assumir-a-responsabilidade-pelo-icms-st-devido-e-adotar-base-de-calculo-do-icms-sem-aplicacao-do-pmc/
Agropecuária;Comércio Indústria e Serviços;Regimes Especiais - CAP;Regimes Especiais - CCIS,"Comércio, Indústria e Serviços","Regime especial de exportação para realizar operações de exportação, saídas com o fim específico de exportação e remessas para formação de lote de produtos industrializados ou semielaborados (Dec. 11.803/2005)",https://www.catalogo.sefaz.ms.gov.br/regime-especial-de-exportacao-para-realizar-operacoes-de-exportacao-saidas-com-o-fim-especifico-de-exportacao-e-remessas-para-formacao-de-lote-de-produtos-industrializados-ou-semielaborados-dec-11-3/
Agropecuária;Comércio Indústria e Serviços;Regimes Especiais - CAP;Regimes Especiais - CCIS,"Comércio, Indústria e Serviços","Regime especial para facilitar o cumprimento de obrigação acessória (art. 4º, II do Anexo V ao RICMS)",https://www.catalogo.sefaz.ms.gov.br/regime-especial-para-facilitar-o-cumprimento-de-obrigacao-acessoria-art-4o-ii-do-anexo-v-ao-ricms/
Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Autorização para impressão de documentos fiscais (AIDF) – quando não concedida por meio eletrônico,https://www.catalogo.sefaz.ms.gov.br/autorizacao-para-impressao-de-documentos-fiscais-aidf-quando-nao-concedida-por-meio-eletronico/
Agropecuária;Benefícios Fiscais - CAP;Benefícios Fiscais - CCIS;Benefícios Fiscais - geral;Cidadão / Governo / Geral;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Denúncia Espontânea – solicitação,https://www.catalogo.sefaz.ms.gov.br/denuncia-espontanea-solicitacao/
Agropecuária;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS,"Comércio, Indústria e Serviços",Livros fiscais – autenticação,https://www.catalogo.sefaz.ms.gov.br/livros-fiscais-autenticacao/
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,"Comércio, Indústria e Serviços",Nota fiscal avulsa eletrônica (NFA-e) – emissão,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-emissao/
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,Cidadão / Órgão Governamental,"Solicitação de cópia de documentos, processos ou outra relativa a benefícios fiscais",https://www.catalogo.sefaz.ms.gov.br/solicitacao-de-copia-de-documentos-processos-ou-outra-relativa-a-beneficios-fiscais/
Cidadão / Governo / Geral;Fiscalização;Parcelamentos - fiscalização,Cidadão / Órgão Governamental,Pedido de parcelamento de débito (PPD) de IPVA – exercícios anteriores (autoparcelamento),https://www.catalogo.sefaz.ms.gov.br/pedido-de-parcelamento-de-debito-ppd-de-ipva-exercicios-anteriores-autoparcelamento/
Cidadão / Governo / Geral;IPVA;IPVA,Cidadão / Órgão Governamental,IPVA – compensação de pagamento indevido,https://www.catalogo.sefaz.ms.gov.br/ipva-compensacao-de-pagamento-indevido/
Cidadão / Governo / Geral;ITCD-Geral,Cidadão / Órgão Governamental,ITCD – recurso administrativo,https://www.catalogo.sefaz.ms.gov.br/itcd-recurso-administrativo/
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;e-Fazenda;e-Fazenda;e-Fazenda;e-Fazenda,Cidadão / Órgão Governamental,"Procuração digital para acesso ao e-Fazenda – cadastro de procurador/representante legal em caso de incapacidade, espolio e demanda judicial",https://www.catalogo.sefaz.ms.gov.br/procuracao-digital-para-acesso-ao-e-fazenda-cadastro-de-procurador-representante-legal-em-caso-de-incapacidade-espolio-e-demanda-judicial/
Cidadão / Governo / Geral;ITCD-Geral,Cidadão / Órgão Governamental,ITCD – solicitação de restituição/compensação de ITCD indevido,https://www.catalogo.sefaz.ms.gov.br/itcd-solicitacao-de-restituicao-compensacao-de-itcd-indevido/
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Portal e-Fazenda;Portal e-Fazenda;Portal e_Fazenda,Cidadão / Órgão Governamental,e-Fazenda – cadastro,https://www.catalogo.sefaz.ms.gov.br/e-fazenda-cadastro/
Cidadão / Governo / Geral;IPVA;IPVA;Notícias,Cidadão / Órgão Governamental,IPVA – consulta de débito,https://www.catalogo.sefaz.ms.gov.br/ipva-consulta-de-debito/
Agropecuária;Cadastro Fiscal;Cadastro Fiscal - CAP;Cadastro Fiscal - CCIS;Cidadão / Governo / Geral;Comércio Indústria e Serviços,Cidadão / Órgão Governamental,Providência cadastral para apreciação da Superintendência,https://www.catalogo.sefaz.ms.gov.br/providencia-cadastral-para-apreciacao-da-superintendencia/
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,Cidadão / Órgão Governamental,Documentação fiscal solicitada por terceiro,https://www.catalogo.sefaz.ms.gov.br/documentacao-fiscal-solicitada-por-terceiro/
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,Cidadão / Órgão Governamental,Demonstrativos de PPD de ICMS e ITCD,https://www.catalogo.sefaz.ms.gov.br/demonstrativos-de-ppd-de-icms-e-itcd/
Certidões - Geral;Cidadão / Governo / Geral,Cidadão / Órgão Governamental,Certidão tributária estadual – emissão (certidão positiva de débitos estaduais),https://www.catalogo.sefaz.ms.gov.br/certidao-tributaria-estadual-emissao-certidao-positiva-de-debitos-estaduais/
Certidões - Geral;Cidadão / Governo / Geral,Cidadão / Órgão Governamental,Certidão tributária estadual – emissão (certidão circunstanciada de débitos estaduais),https://www.catalogo.sefaz.ms.gov.br/certidao-tributaria-estadual-emissao-certidao-circunstanciada-de-debitos-estaduais/
Cidadão / Governo / Geral;ITCD-Geral,Cidadão / Órgão Governamental,ITCD – solicitação de remissão,https://www.catalogo.sefaz.ms.gov.br/itcd-solicitacao-de-remissao/
Cidadão / Governo / Geral;ITCD-Geral,Cidadão / Órgão Governamental,ITCD – solicitação de isenção pelo valor da transmissão,https://www.catalogo.sefaz.ms.gov.br/itcd-solicitacao-de-isencao-pelo-valor-da-transmissao/
Cidadão / Governo / Geral;ITCD-Geral,Cidadão / Órgão Governamental,ITCD – solicitação de isenção para imóvel urbano,https://www.catalogo.sefaz.ms.gov.br/itcd-solicitacao-de-isencao-para-imovel-urbano/
Cidadão / Governo / Geral;ITCD-Geral,Cidadão / Órgão Governamental,ITCD – solicitação de isenção para imóvel rural,https://www.catalogo.sefaz.ms.gov.br/itcd-solicitacao-de-isencao-para-imovel-rural/
Cidadão / Governo / Geral;ITCD-Geral,Cidadão / Órgão Governamental,ITCD – solicitação de isenção coletiva,https://www.catalogo.sefaz.ms.gov.br/itcd-solicitacao-de-isencao-coletiva/
Cidadão / Governo / Geral;ITCD-Geral,Cidadão / Órgão Governamental,ITCD – solicitação de não incidência,https://www.catalogo.sefaz.ms.gov.br/itcd-solicitacao-de-nao-incidencia/
Cidadão / Governo / Geral;ITCD-Geral,Cidadão / Órgão Governamental,ITCD – solicitação de retificação de declaração de ITCD,https://www.catalogo.sefaz.ms.gov.br/itcd-solicitacao-de-retificacao-de-declaracao-de-itcd/
Cidadão / Governo / Geral;ITCD-Geral,Cidadão / Órgão Governamental,ITCD – solicitação de cancelamento de declaração de ITCD,https://www.catalogo.sefaz.ms.gov.br/itcd-solicitacao-de-cancelamento-de-declaracao-de-itcd/
Cidadão / Governo / Geral;ITCD-Geral,Cidadão / Órgão Governamental,ITCD – solicitação de alteração de e-mail vinculado à declaração de ITCD,https://www.catalogo.sefaz.ms.gov.br/itcd-solicitacao-de-alteracao-de-e-mail-vinculado-a-declaracao-de-itcd/
Cidadão / Governo / Geral;ITCD-Geral,Cidadão / Órgão Governamental,ITCD – solicitação de prioridade na análise,https://www.catalogo.sefaz.ms.gov.br/itcd-solicitacao-de-prioridade-na-analise/
Cidadão / Governo / Geral;ITCD-Geral,Cidadão / Órgão Governamental,ITCD – solicitação de atualização de DAEMS referente à Declaração de ITCD,https://www.catalogo.sefaz.ms.gov.br/itcd-solicitacao-de-atualizacao-de-daems-referente-a-declaracao-de-itcd/
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,Cidadão / Órgão Governamental,Ouvidoria Fazendária,https://www.catalogo.sefaz.ms.gov.br/ouvidoria-fazendaria/
Cidadão / Governo / Geral;IPVA,Cidadão / Órgão Governamental,IPVA – leilão – desvinculação de débitos anteriores – Administração Pública e leiloeiros oficiais,https://www.catalogo.sefaz.ms.gov.br/ipva-leilao-desvinculacao-de-debitos-anteriores-administracao-publica-e-leiloeiros-oficiais/
Cidadão / Governo / Geral;Outras solicitações - Geral,Cidadão / Órgão Governamental,Impugnação ao Índice de Participação dos Municípios (IPM),https://www.catalogo.sefaz.ms.gov.br/impugnacao-ao-indice-de-participacao-dos-municipios-ipm/
Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Cidadão / Órgão Governamental,Nota fiscal avulsa eletrônica (NFA-e) – cancelamento extemporâneo,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-extemporaneo/
Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Cidadão / Órgão Governamental,Nota fiscal avulsa eletrônica (NFA-e) – cancelamento dentro do prazo de 144h,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-dentro-do-prazo-de-144h/
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,Cidadão / Órgão Governamental,Fornecimento de dados e documentos fiscais do próprio requerente,https://www.catalogo.sefaz.ms.gov.br/fornecimento-de-dados-e-documentos-fiscais-do-proprio-requerente/
Cidadão / Governo / Geral;IPVA,Cidadão / Órgão Governamental,IPVA – isenção 2022 – Decreto 15.703/2021,https://www.catalogo.sefaz.ms.gov.br/ipva-isencao-2022-decreto-15-703-2021/
Outras solicitações - Geral,Cidadão / Órgão Governamental,FUNDERSUL – autorização para depósito da contribuição à entidade que tenha por objetivo atividades tendentes à defesa animal ou vegetal,https://www.catalogo.sefaz.ms.gov.br/fundersul-autorizacao-para-deposito-da-contribuicao-a-entidade-que-tenha-por-objetivo-atividades-tendentes-a-defesa-animal-ou-vegetal/
Cidadão / Governo / Geral;IPVA,Cidadão / Órgão Governamental,IPVA – impugnação do lançamento,https://www.catalogo.sefaz.ms.gov.br/ipva-impugnacao-do-lancamento/
Cidadão / Governo / Geral;IPVA,Cidadão / Órgão Governamental,IPVA – cancelamento de débito – apreensão,https://www.catalogo.sefaz.ms.gov.br/ipva-cancelamento-de-debito-apreensao/
Cidadão / Governo / Geral;IPVA,Cidadão / Órgão Governamental,"IPVA – cancelamento de débito – roubo, furto ou apropriação indébita",https://www.catalogo.sefaz.ms.gov.br/ipva-cancelamento-de-debito-roubo-furto-ou-apropriacao-indebita/
Cidadão / Governo / Geral;IPVA,Cidadão / Órgão Governamental,IPVA – alegação/comunicação de venda de veículo,https://www.catalogo.sefaz.ms.gov.br/ipva-alegacao-comunicacao-de-venda-de-veiculo/
Cidadão / Governo / Geral;ITCD-Geral,Cidadão / Órgão Governamental,ITCD – reclamação administrativa,https://www.catalogo.sefaz.ms.gov.br/itcd-reclamacao-administrativa/
Benefícios Fiscais - Geral;Cidadão / Governo / Geral,Cidadão / Órgão Governamental,"ICMS – isenção na aquisição de automóvel novo para portadores de deficiência mental, síndrome de down ou autista",https://www.catalogo.sefaz.ms.gov.br/icms-isencao-na-aquisicao-de-automovel-novo-para-portadores-de-deficiencia-mental-sindrome-de-down-ou-autista/
Benefícios Fiscais - Geral;Cidadão / Governo / Geral,Cidadão / Órgão Governamental,ICMS – isenção na aquisição de automóvel novo para portadores de deficiência física ou visual,https://www.catalogo.sefaz.ms.gov.br/icms-isencao-na-aquisicao-de-automovel-novo-para-portadores-de-deficiencia-fisica-ou-visual/
Cidadão / Governo / Geral;IPVA,Cidadão / Órgão Governamental,IPVA – isenção – táxi,https://www.catalogo.sefaz.ms.gov.br/ipva-isencao-taxi/
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Cidadão / Órgão Governamental,Nota fiscal de produtor eletrônica (NFP-e) / Nota fiscal avulsa eletrônica (NFA-e) – emissão de carta de correção eletrônica (CC-e),https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-nota-fiscal-avulsa-eletronica-nfa-e-emissao-de-carta-de-correcao-eletronica-cc-e/
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,Cidadão / Órgão Governamental,Guia de trânsito suspensa – prorrogação do prazo de suspensão,https://www.catalogo.sefaz.ms.gov.br/guia-de-transito-suspensa-prorrogacao-do-prazo-de-suspensao/
Agropecuária;Benefícios Fiscais - CAP;Benefícios Fiscais - CCIS;Certidões - Geral;Cidadão / Governo / Geral;Comércio Indústria e Serviços,Cidadão / Órgão Governamental,Certidão de registro e depósito convênio 190 – emissão,https://www.catalogo.sefaz.ms.gov.br/certidao-de-registro-e-deposito-convenio-190-emissao/
Cidadão / Governo / Geral;Outras solicitações - Geral,Cidadão / Órgão Governamental,Declaração de compras para aquisições interestaduais de materiais de construção por consumidor final não contribuinte do ICMS ou por empresas do ramo da construção civil,https://www.catalogo.sefaz.ms.gov.br/declaracao-de-compras-para-aquisicoes-interestaduais-de-materiais-de-construcao-por-consumidor-final-nao-contribuinte-do-icms-ou-por-empresas-do-ramo-da-construcao-civil/
Cidadão / Governo / Geral;Outras solicitações - Geral,Cidadão / Órgão Governamental,ICMS importação – suspensão da cobrança do imposto nas operações sob regime especial aduaneiro de admissão temporária,https://www.catalogo.sefaz.ms.gov.br/icms-importacao-suspensao-da-cobranca-do-imposto-nas-operacoes-sob-regime-especial-aduaneiro-de-admissao-temporaria/
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,Cidadão / Órgão Governamental,"Documentação cadastral, cópia de processo ou outra",https://www.catalogo.sefaz.ms.gov.br/documentacao-cadastral-copia-de-processo-ou-outra/
Autuações / Notificações;Autuações/Notificações - Fiscalização;Autuações/Notificações - Geral;Cidadão / Governo / Geral;Fiscalização,Cidadão / Órgão Governamental,"Auto de lançamento e de imposição de multa (ALIM), mod. 1 – solicitação de lavratura",https://www.catalogo.sefaz.ms.gov.br/auto-de-lancamento-e-de-imposicao-de-multa-alim-mod-1-solicitacao-de-lavratura/
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,Cidadão / Órgão Governamental,Fale Conosco,https://www.catalogo.sefaz.ms.gov.br/fale-conosco/
Agropecuária;Cadastro Fiscal;Cadastro Fiscal - CAP;Cadastro Fiscal - CCIS;Cidadão / Governo / Geral;Comércio Indústria e Serviços,Cidadão / Órgão Governamental,Cancelamento ou suspensão de inscrição estadual de terceiro no cadastro,https://www.catalogo.sefaz.ms.gov.br/cancelamento-ou-suspensao-de-inscricao-estadual-de-terceiro-no-cadastro/
Autuações / Notificações;Autuações/Notificações - Fiscalização;Cidadão / Governo / Geral;Fiscalização,Cidadão / Órgão Governamental,"Auto de Lançamento e de Imposição de Multa (ALIM), mod. 2 – solicitação de lavratura referente a TVF e/ou TA",https://www.catalogo.sefaz.ms.gov.br/auto-de-lancamento-e-de-imposicao-de-multa-alim-mod-2-solicitacao-de-lavratura-referente-a-tvf-e-ou-ta/
Cidadão / Governo / Geral;IPVA,Cidadão / Órgão Governamental,IPVA – isenção geral (exceto táxi),https://www.catalogo.sefaz.ms.gov.br/ipva-isencao-geral-exceto-taxi/
ITCD-Geral,Cidadão / Órgão Governamental,ITCD – solicitação de cálculo do imposto nas doações de quaisquer bens e direitos,https://www.catalogo.sefaz.ms.gov.br/itcd-solicitacao-de-calculo-do-imposto-nas-doacoes-de-quaisquer-bens-e-direitos/
Cidadão / Governo / Geral;ITCD-Geral,Cidadão / Órgão Governamental,ITCD – solicitação de cálculo do imposto sobre inventário (judicial e extrajudicial) e arrolamento,https://www.catalogo.sefaz.ms.gov.br/itcd-solicitacao-de-calculo-do-imposto-sobre-inventario-judicial-e-extrajudicial-e-arrolamento/
Cidadão / Governo / Geral;Declarações,Cidadão / Órgão Governamental,Comunicação pelo contabilista das hipóteses de que trata o inciso III do artigo1º da Portaria/SAT nº 1.834/2007,https://www.catalogo.sefaz.ms.gov.br/comunicacao-pelo-contabilista-das-hipoteses-de-que-trata-o-inciso-iii-do-artigo-1o-da-portaria-sat-no-1-834-2007/
Cadastro Fiscal,Cidadão / Órgão Governamental,Cadastro de contabilistas – inclusão e alteração de dados do contabilista,https://www.catalogo.sefaz.ms.gov.br/cadastro-de-contabilistas-inclusao-e-alteracao-de-dados-do-contabilista/
